release_year,imdb_score,encoded_type,encoded_genre
2019,3.8,0,16
2019,4.0,0,3
2020,6.1,0,5
2019,5.9,0,6
2019,5.7,0,5
2019,6.8,0,3
2020,4.6,0,3
2020,6.9,0,3
2020,6.8,0,3
2020,6.5,0,5
2019,4.6,0,6
2019,7.3,1,5
2019,6.046368501529051,0,5
2020,5.4,0,5
2019,6.8,1,5
2019,7.3,0,5
2020,6.3,0,5
2019,6.6,0,1
2020,6.1,0,9
2019,6.0,1,12
2019,7.2,1,5
2019,6.9,0,5
2019,6.046368501529051,0,5
2022,8.4,1,6
2022,6.5,0,1
2022,7.1,1,14
2021,8.8,1,18
2022,8.1,1,14
2022,7.0,0,3
2021,7.7,1,3
2022,6.1,1,14
2021,7.2,0,14
2022,6.4,0,16
2021,5.3,0,1
2021,7.1,0,4
2021,5.9,0,8
2021,5.4,0,14
2021,5.0,1,4
2021,5.4,0,10
2021,6.1,0,3
2021,5.9,0,2
2022,5.1,1,3
2021,6.1,1,6
2022,5.9,1,6
2021,5.6,0,16
2021,7.0,1,12
2021,5.0,0,3
2021,5.4,0,10
2022,5.8,0,13
2021,6.5,1,3
2021,6.3,1,4
2021,7.0,0,5
2022,4.8,1,12
2021,6.8,1,3
2021,5.2,0,16
2021,7.2,1,8
2021,6.1,0,4
2021,7.5,0,3
2021,5.6,0,3
2022,7.6,1,2
2021,8.2,1,12
2021,3.9,0,10
2022,6.8,1,12
2022,6.8,0,6
2021,5.7,0,4
2021,8.7,1,5
2021,3.7,1,7
2022,6.046368501529051,1,4
2021,6.8,1,6
2021,5.4,0,3
2021,6.8,1,3
2022,2.7,1,3
2021,8.1,0,11
2021,7.6,0,3
2021,7.8,0,3
2021,5.3,1,3
2021,1.7,0,6
2021,7.3,0,3
2021,7.2,0,5
2021,7.3,0,5
2021,6.7,1,12
2021,7.9,1,5
2021,7.0,1,11
2021,6.1,0,14
2021,3.9,0,3
2021,7.9,1,4
2022,9.4,0,5
2021,5.2,0,3
2021,7.3,1,5
2021,5.2,0,11
2021,3.5,1,3
2021,8.2,0,5
2021,6.7,0,11
2021,5.8,0,16
2021,5.4,1,4
2022,6.046368501529051,1,11
2021,7.3,0,5
2021,8.9,1,5
2021,4.7,1,12
2021,6.3,0,5
2021,8.8,0,5
2021,5.1,1,2
2021,5.6,0,5
2021,7.5,0,5
2021,5.3,0,16
2021,2.3,1,3
2021,6.046368501529051,0,5
2021,5.5,0,5
2021,6.046368501529051,0,5
2021,7.6,0,5
2021,6.046368501529051,1,5
2021,7.7,0,5
2021,5.4,1,12
2021,4.6,0,5
